"form_ID","formName","formType","formHelp","formReady","subFrm","screenshotDone","userBeenHere","lastUpdateVers","lastUpdateDate","lastModifiedDate","lastUpdateComments"
123,"TransAll","load","This is the translation form for VegBranch.  It allows you to translate text fields from one set of values to another set of values, such as conforming to our closed or open lists.  You may also supply default values for fields (which are constant).  These will be used to replace null values in you loading module data.  You must press ""go"" next to each field, and then translate each of the values for that field to a new value to complete this process.",0,0,0,0,"1.5",7/30/2004 0:00:00,12/10/2004 11:03:44,
124,"TranslateYourDataForm","load","This form links you to forms and functions which will translate your data from its current format into a format that is necessary for VegBank.  Each row represents a different transformation step.  Only translations that apply to your data are shown initially.",0,0,0,0,"1.5",7/30/2004 0:00:00,10/15/2004 7:55:47,
125,"UpdateNumNonNullRecs","load","This form allows you to instruct vegbranch to check the number of records that are non-null in some fields.  This updates these numbers in the data dictionary.  VegBranch will check the number of non-null records in field from time to time on its own, but you can use this form to initiate a check.",1,0,1,0,"1.5",6/8/2004 9:55:19,6/8/2004 8:55:19,
126,"userDefined","view_not",,0,0,0,0,,,12/16/2004 21:06:27,
127,"ViewLoadTbls","load","This allows you to link to any loading table in VegBranch to see its contents directly.  You can also press the ""info"" button to see information about each table in the data dictionary.",0,0,0,0,"1.5",7/30/2004 0:00:00,9/3/2004 15:48:31,
128,"ViewVBSwitch","view_not",,0,0,0,0,,,6/8/2004 8:55:19,
129,"W_ConnectToDb","load","This form is used to connect to another database, usually the VegBank Module.  You can also connect to other databases if there is a custom importing procedure to do so.",1,0,0,0,"1.5",7/29/2004 0:52:09,12/2/2004 23:53:56,
130,"W_Convert_CSVColNames","load",,0,1,0,0,"1.5",7/30/2004 0:00:00,12/10/2004 7:47:38,
131,"W_customFormats","cust_load_NOT",,0,1,0,0,,,7/28/2004 23:45:56,
132,"x_accessionCode_maintain","global","This form gets displayed when you attempt to connect to a new vegbank module, but the accession codes in your loading module (used to link to vegbank module records) cannot be found in the new vegbank module.  Accession codes are unique text codes that identify a record in the vegbank module (ie a particular plantConcept or reference).  If you make a link to a record in one vegbank module and then link to a new one, some accession codes may not be found in the new one, which is called a 'conflict' in this form.  In this case, the links will be removed if you continue and accept the vegbank module.  If you do not wish to lose the links, you can connect to a new vegbank module, without accepting this one.",1,0,1,0,"1.5",6/8/2004 9:55:19,6/8/2004 8:55:19,
133,"x_documentation","!_not",,0,0,0,0,,,6/8/2004 8:55:19,
134,"Xamples_available","load",,1,1,0,0,"1.5",6/8/2004 9:55:19,10/29/2004 15:53:43,
135,"Y_ClosedListErr","load","This form shows closed list fields that have values in your loading module data tables that do not match closed list values in vegbank.  You will need to translate these values, using the button on this form, so that the values do conform to VegBank's closed lists.",1,0,1,0,"1.5",6/10/2004 11:31:20,10/22/2004 17:15:29,
136,"Y_MoveData","load","Each white box on this form represents a possible move of data from one table to another.  This form will help you create needed tables from other tables which you may have added data to.  If there are errors that could cause such a move of data to be problematic, an error message will appear in that box.  You should click ""error info"" and fix errors on that page before trying to move data.",0,0,0,0,"1.5",7/30/2004 0:00:00,12/10/2004 6:09:35,
137,"Y_OptionsStored","global","Shows different options and preferences that you can set for VegBranch.",0,0,0,0,"1.5",8/4/2004 0:00:00,8/4/2004 10:41:35,"added option for checking db size"
138,"Y_ProjContrib","!_not",,0,0,0,0,,,12/16/2004 21:07:04,
139,"Y_ProjContrib_Names_PREVIEW","!_not",,0,0,0,0,,,12/16/2004 21:07:06,
140,"Y_Version","global","Shows information about versions of VegBranch, including which version of VegBranch this database is.",0,0,0,0,"1.5",7/30/2004 0:00:00,8/6/2004 11:32:25,
141,"Z_B_PriorityConceptLookup","load","This form allows you to specify criteria that VegBranch will use to lookup plant names in your data to find real plant concepts that they match.  It does this by looking in the plantUsage table, trying to find a plantName that matches the name you supplied, and also the criteria you provide here.  See the plantUsage data in the data dictionary for more information on what each field means.",0,0,0,0,"1.5",7/30/2004 0:00:00,12/16/2004 21:07:19,
142,"Z_FieldDesc_countRecs","global","The data dictionary shows field information and the actual data in those fields for a table that you choose.  This is useful for understanding the structure of the loading module and the vegbank module.  You can see what fields are in a table, as well as what limitations there are on each field, such as data type (number, text, or date) and closed lists which apply to a field (limited values are acceptable).",0,1,0,0,"1.5",7/30/2004 0:00:00,12/16/2004 21:06:21,
143,"z_FieldDesc_details","global","Shows information about one field at a time in VegBranch (either vegbank module or loading module).  This information comes from the VegBranch data dictionary.",1,-1,1,0,"1.5",6/8/2004 9:55:19,12/10/2004 10:44:31,
144,"Z_FieldDesc_ReqdFlds","load","This form is used to show you field that are required field in vegbank, but your data are lacking values for these fields in your loading module.  There are several buttons that help you to supply values where they are missing.",0,0,0,0,"1.5",7/30/2004 0:00:00,12/10/2004 10:45:21,
145,"Z_FieldDescription","global","Shows information about many fields at a time in VegBranch (either vegbank module or loading module).  This form is part of the data dictionary.",0,1,0,0,"1.5",7/30/2004 0:00:00,10/29/2004 17:05:36,
146,"Z_H_PriorityConceptLookup","load","This form allows you to specify criteria that VegBranch will use to lookup comm names in your data to find real comm concepts that they match.  It does this by looking in the commUsage table, trying to find a commName that matches the name you supplied, and also the criteria you provide here.  See the commUsage data in the data dictionary for more information on what each field means.",0,0,0,0,"1.5",7/30/2004 0:00:00,12/16/2004 21:07:36,
147,"Z_migr_stats","load","This form displays information about migrations from the loading module to the vegbank module.  Each table is listed, including the number of records that were in the table before migration, and the number of records added during migration.  You can see how the table looked before migration and which rows were added during migration.  You can also graph these data.",1,0,1,0,"1.5",6/8/2004 9:55:19,10/27/2004 14:33:07,
148,"z_USER_A_Party","load-ent_NOT",,0,0,0,0,,,12/16/2004 21:07:10,
149,"Z_USER_B_NewNames","load-ent_NOT",,0,0,0,0,,,12/16/2004 21:07:15,
150,"Z_USER_B_specList","load-ent_NOT",,0,0,0,0,,,12/16/2004 21:05:37,
151,"Z_USER_B_specList_new","load-ent","This form is for adding new plant concepts to the vegbank module.  It is not for irregular taxa, like Carex sp. which can be handled without adding new plant concepts to the database.  These new plant concepts should be valid taxonomic concepts that were not preloaded into VegBank.",0,0,0,0,"1.5",7/30/2004 0:00:00,12/16/2004 21:05:53,
152,"Z_USER_B_vb_View","load","This form is used to match your plant names (found in several of your loading tables) to vegbank plant concepts.  This process will take a modest amount of time is you have a lot of plant names.  Names that are not matches WILL BE ADDED to the vegbank module, but there information must be included in your species list in order for this to happen.",0,0,0,0,"1.5",7/30/2004 0:00:00,12/16/2004 21:06:12,
153,"z_user_C_PlotData","load-ent_NOT",,0,0,0,0,,,12/16/2004 21:06:15,
154,"Z_USER_C2_plotNorm","load-ent_NOT",,0,0,0,0,,,12/16/2004 21:08:32,
155,"Z_USER_D_CoverData","load-ent_NOT",,0,0,0,0,,,12/16/2004 21:07:50,
156,"z_USER_D2_StrataCover","load-ent_NOT",,0,0,0,0,,,12/16/2004 21:07:56,
157,"z_USER_E_StemData","load-ent_NOT",,0,0,0,0,,,1/8/2005 0:44:00,
158,"Z_USER_F_SoilData","load-ent_NOT",,0,0,0,0,,,12/10/2004 10:45:55,
159,"Z_USER_G_Disturbance","load-ent_NOT",,0,0,0,0,,,12/10/2004 10:37:48,
160,"z_USER_H_CommConcept","load-ent_NOT",,0,0,0,0,,,12/16/2004 21:06:03,
161,"Z_USER_H_NewNames","load-ent_NOT",,0,0,0,0,,,12/10/2004 10:45:33,
162,"Z_USER_H_vb_View","load","This form is used to match your comm names (found in several of your loading tables) to vegbank comm concepts.  This process will take a modest amount of time is you have a lot of comm names.  Names that are not matches WILL BE ADDED to the vegbank module, but there information must be included in your CommConcept Loading Table in order for this to happen.",0,0,0,0,"1.5",7/30/2004 0:00:00,12/16/2004 21:05:57,
163,"Z_USER_I_PlotComm","load-ent_NOT",,0,0,0,0,,,12/16/2004 21:08:18,
164,"Z_User_J_UD","load-ent_NOT",,0,0,0,0,,,12/10/2004 11:03:46,
165,"Z_VB_reconcile","load","The ""Manage Manual Matches to VegBank Values"" form allows you to specify what your values mean in light of data currently in the VegBank module.  This is different from translating values into VegBank values.  There, your values are translated into new values, which are always the same, regardless of which VegBranch/VegBank database you are working with.

Here, you are finding a record that is currently in VegBank and matching your value to it.  Examples of this include: matching your party names to VegBank party names; matching your stratum method to VegBank stratum methods.  The database matches these values to a particular record in the VegBank module.  WARNING: Connecting to a different VegBank module database before migrating your data could result in the corruption of this manual matching criteria.  (The record that you pointed to before could be gone or different!)  VegBranch will attempt to find that same record in a newly connected vegbank module database, and if none can be found, an accessionCode conflict will be reported.  This means that you manually matched value in the vegbank module can't be found in the new vegbank module and must be rematched.",0,0,0,0,"1.5",7/30/2004 0:00:00,12/10/2004 12:27:58,
166,"ZipFile","util","This form allows you to use WinZip, if you have it on your computer, to zip files (such as the XML file).  This means a faster upload to vegbank.org for loading plots.",0,0,0,0,,,10/26/2004 12:10:33,
167,"ImportVegBankFile","load","This form allows you to import data from vegbank.org to your copy of VegBranch.  The file you need from vegbank can be downloaded after searching for plots.  The format name is 'VegBranch import' file.",0,0,0,0,"1.5",7/30/2004 0:00:00,8/12/2004 8:12:26,
169,"basicImp_menu","basicImp","This is the overall view of data that can be imported using SimpleImport.  There are three tables that can be imported.  If you need data that are not included here, you should try the normal import forms.",0,0,0,0,"1.5",7/30/2004 0:00:00,10/31/2004 16:09:27,
170,"basicEnt_preview_migrate","basicEnt","This form is for you to preview the data you have entered with SimpleEntry.  If everything seems OK here, move on to migration.  Otherwise, go back to the previous forms and fix things that aren't right.",0,0,0,0,"1.5",7/30/2004 0:00:00,12/16/2004 21:03:45,
171,"basicEnt_metadata","basicEnt","This form allows you to enter the basic data that applies to all your plots. You can supply default values for fields, as well as state your methodology for the plots you are about to enter.",1,0,1,0,"1.5",7/30/2004 0:00:00,12/16/2004 21:03:53,
172,"select_plantUsage_SN","basicEnt","This form is used to select a scientific name for another form.  For example, you might enter part of a scientific name, and a set of these will be presented to you in this form to choose.  When you select a scientific name, it will be used in the previous form.  Or you can cancel this.",0,0,0,0,"1.5",7/30/2004 0:00:00,12/16/2004 21:03:54,
173,"basicEnt_Z_USER_D2_StrataCover","basicEnt","This SimpleEntry form is used to enter the species that were found on each plot.  There are a number of ways to select species.  Cover may be entered with category values or directly as percent.",0,0,0,0,"1.5",7/30/2004 0:00:00,12/16/2004 21:04:29,
174,"select_soilTaxon","load","This form allows you to select a Soil Taxon.  This is used by other forms instead of using a large picklist.  When you have found the record that you'd like to use, click ""OK"" or click cancel if you don't want to choose a soil taxon from VegBank's list.",0,0,0,0,,,12/16/2004 21:04:30,
175,"select_namedPlace","load","This form allows you to select a Named Place.  This is used by other forms instead of using a large picklist.  When you have found the record that you'd like to use, click ""OK"" or click cancel if you don't want to choose a place from VegBank's list.",0,0,0,0,,,12/16/2004 21:04:30,
176,"W_customFormats_manualEntry","cust_load_NOT",,0,1,0,0,,,7/28/2004 23:43:54,
177,"SecondMenu_importLegacy","secMenu","This secondary menu shows you how you can import your data for electronic files into VegBranch Loading Tables.  There are several options listed here, and more being developed.",0,0,0,0,"1.5",7/30/2004 0:00:00,11/5/2004 15:13:06,
178,"SecondMenu_LearnMore","secMenu","This form has links to more information about VegBranch as well as other functions not as commonly used as those on the Main Menu.  VegBranch options is particularly useful.",1,0,0,0,"1.5",7/28/2004 14:22:28,12/6/2004 21:47:19,
344,"Z_FormDescription","DBA_not",,0,0,0,0,,,12/6/2004 21:45:39,
346,"SecondMenu_enterNewData","secMenu","This secondary menu shows you how you can enter your data manually into VegBranch Loading Tables.  There are several options listed here, and more being developed.",0,0,0,0,"1.5",7/30/2004 0:00:00,11/5/2004 15:12:25,
347,"firstTimeFormHelp","!_not",,0,0,0,0,,,6/8/2004 9:55:20,
348,"basicEnt_z_user_C_PlotData","basicEnt","This form is used to enter plot-level data in Simple Entry.  All fields here are listed only once per plot.  Restricted vocabulary fields have picklists which limit you to only certain values.  Italics in picklists means you can enter other values besides the ones listed.",0,0,0,0,"1.5",7/30/2004 0:00:00,12/16/2004 21:10:49,
349,"temp_basicEntry_style","DBA_not",,0,0,0,0,,,12/16/2004 21:10:57,
350,"basicEnt_Z_USER_C2_plotNorm_strata","basicEnt",,0,1,0,0,,,12/10/2004 10:48:54,
351,"basicImp_importMap","basicImp","This form is used to import one file (.csv or .mdb table) to a temporary loading space, then on into a VegBranch Loading Table, using the criteria you supply here.  Any fields left unmatched will NOT be imported.",0,0,0,0,"1.5",7/30/2004 0:00:00,12/7/2004 17:17:17,
352,"SelectTableOrQuery","general","This form allows you to select a table or query from another database from which you would like to import data.  Choose the name of the table or query and VegBranch will import data from that table.",0,0,0,0,,,7/8/2004 15:07:49,
536,"makePartyList","load","This form is used to help you create a Party Loading Table from other data, either data in your other loading tables or in VegBank.  You can also do both.",1,0,0,0,"1.5",7/27/2004 11:14:14,7/27/2004 10:14:14,
537,"coolstuff","general","This form shows you hints and tips in VegBranch.",0,0,0,0,"1.5",7/30/2004 0:00:00,10/16/2004 15:25:29,
541,"Z_USER_F_soilData_subform","load",,0,0,0,0,,,12/10/2004 10:37:47,
542,"revMigr_I_cInt","revMig",,0,0,0,0,,,8/12/2004 8:07:44,
543,"revMigr_I_CC","revMig",,0,0,0,0,,,12/10/2004 10:37:49,
544,"revMigr_E","revMig",,0,0,0,0,,,8/12/2004 8:28:38,
730,"revMigr_C","revMig",,0,0,0,0,,,12/10/2004 10:41:42,
731,"revMigr_A","revMig",,0,0,0,0,,,8/11/2004 21:04:29,
732,"revMigr_c2_obC","revMig",,0,0,0,0,,,12/10/2004 10:37:41,
733,"revMigr_c2_plc","revMig",,0,0,0,0,,,12/10/2004 10:37:41,
734,"revMigr_c2_str","revMig",,0,0,0,0,,,12/10/2004 10:37:40,
735,"revMigr_D2","revMig",,0,0,0,0,,,12/10/2004 10:37:40,
1129,"help","global","This is a help form.  Right click and select help, or select help from the toolbar at the top of the screen to see information about other forms here.",0,0,0,0,"1.5",,12/6/2004 20:34:43,
1131,"temp__GenericGraph_","new!",,0,0,0,0,,,10/26/2004 7:54:55,
1327,"UserParties_fromCI_withPlotNames","new!","This form shows what plots a particular party occurred on in your loading tables.",0,0,0,0,,,10/18/2004 16:12:38,
1328,"temp__processing_1","new!",,0,0,0,0,,,10/26/2004 11:58:36,
1329,"importFromVegBranch","util","You can import loading data from another VegBranch database into this one.  This is useful if you've been working on a VegBranch database and would like to download a newer version.  THIS FORM DELETES ALL INFORMATION IN THIS VEGBRANCH and imports the data from another VegBranch and connects to the VegBank Module that the other VegBranch is linked to.  Other than this linking, the VegBank Module is unaffected by this procedure.  DO NOT USE THIS FORM IF YOU HAVE VALUABLE DATA IN THIS VEGBRANCH!!!!",0,0,0,0,,,12/6/2004 22:15:49,
1330,"updateClosedListData","new!","This form allows you to update your VEGBANK MODULE with the current version of closed (and open) list values from VegBank.  Once you have downloaded the file from VegBank, use this form to find the file and import it into your VegBank Module.  This is NOT stored directly in VegBranch, but in the linked VegBank Module.",0,0,0,0,,,12/6/2004 22:21:30,
1531,"Z_USER_E2_stemClasses","new!","This form allows you to enter data to the Stem Classes Loading table, which may be a more convenient format than the Stem Data Loading Table.  You can load data by stem tally (size classes) or by lists (comma-separated DBH's)",0,0,0,0,,,1/8/2005 2:33:46,
1532,"Z_USER_E2_stemClasses_tallyDefn","new!","This form allows you to edit the size classes that are used in the Stem Classes Loading Table for the stem tallies.",0,0,0,0,,,1/8/2005 2:05:47,
